airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586
Jet Airways,2019-05-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,23:00:00,845,1.0,No Info,16736
Indigo,2019-05-01,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Air India,2019-06-09,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,12257
Spicejet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Air India,2019-03-06,Banglore,New Delhi,08:50:00,16:30:00,1900,2.0,No Info,14143
Indigo,2019-04-12,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,5780
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No Info,14231
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,10844
Indigo,2019-06-15,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Air Asia,2019-04-18,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,4409
Multiple Carriers,2019-03-21,Delhi,Cochin,18:15:00,01:35:00,440,1.0,No Info,13542
Air India,2019-06-27,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,8603
Multiple Carriers,2019-05-21,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No Info,8266
Air India,2019-05-15,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
Spicejet,2019-05-27,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No Info,3873
Indigo,2019-06-12,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Spicejet,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Multiple Carriers,2019-05-15,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,13727
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,13029
Air Asia,2019-06-01,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,11410
Jet Airways,2019-06-15,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Air India,2019-05-24,Kolkata,Banglore,10:00:00,20:25:00,625,1.0,No Info,10413
Jet Airways,2019-06-27,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10262
Air India,2019-06-24,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10493
Indigo,2019-05-27,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Jet Airways,2019-06-06,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,9663
Indigo,2019-05-09,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,5224
Air India,2019-06-09,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,7468
Indigo,2019-06-24,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,6093
Air India,2019-05-24,Kolkata,Banglore,05:50:00,13:15:00,445,2.0,No Info,7662
Air India,2019-03-01,Banglore,New Delhi,11:50:00,23:55:00,725,1.0,Change airports,26092
Jet Airways,2019-06-27,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No Info,13764
Air India,2019-03-06,Mumbai,Hyderabad,19:00:00,09:10:00,850,1.0,No Info,12308
Indigo,2019-03-15,Kolkata,Banglore,14:20:00,16:55:00,155,0.0,No Info,4778
Air India,2019-05-01,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3625
Spicejet,2019-04-15,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,5221
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No Info,14781
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,22:35:00,850,1.0,In-flight meal not included,7064
Indigo,2019-05-06,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,16:20:00,1405,1.0,In-flight meal not included,11134
Multiple Carriers,2019-03-21,Delhi,Cochin,13:15:00,21:20:00,485,2.0,No Info,6653
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,15129
Air India,2019-04-27,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6094
Jet Airways,2019-06-01,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,7229
Multiple Carriers,2019-05-15,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,9646
Air India,2019-06-01,Delhi,Cochin,16:55:00,19:15:00,1580,2.0,No Info,13801
Multiple Carriers,2019-03-27,Delhi,Cochin,08:55:00,19:15:00,620,1.0,No Info,8371
Indigo,2019-06-12,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Multiple Carriers,2019-05-27,Delhi,Cochin,14:00:00,21:00:00,420,1.0,In-flight meal not included,7153
Indigo,2019-03-21,Delhi,Cochin,07:35:00,22:20:00,885,1.0,No Info,6558
Indigo,2019-04-18,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,5644
Air India,2019-06-24,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,11732
Spicejet,2019-05-12,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,3597
Indigo,2019-04-06,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Air India,2019-03-06,Banglore,New Delhi,08:15:00,22:55:00,880,2.0,No Info,13942
Jet Airways,2019-05-21,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No Info,16079
Spicejet,2019-06-15,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,13994
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,21:20:00,860,1.0,No Info,27992
Jet Airways,2019-04-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Indigo,2019-06-18,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Indigo,2019-05-03,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Jet Airways,2019-06-15,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,In-flight meal not included,10262
Indigo,2019-06-12,Delhi,Cochin,07:35:00,22:30:00,895,1.0,No Info,6442
Air Asia,2019-06-01,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Jet Airways,2019-05-18,Delhi,Cochin,21:50:00,12:35:00,885,1.0,In-flight meal not included,12373
Air India,2019-06-03,Delhi,Cochin,03:50:00,19:15:00,925,1.0,No Info,8669
Vistara,2019-06-01,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
Jet Airways,2019-04-09,Delhi,Cochin,22:50:00,12:35:00,825,1.0,No Info,11822
Multiple Carriers,2019-06-27,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7408
Jet Airways,2019-06-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Goair,2019-03-21,Delhi,Cochin,07:00:00,12:50:00,350,1.0,No Info,9385
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No Info,7845
Indigo,2019-06-09,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,5224
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,18:50:00,890,1.0,No Info,11299
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-03,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7408
Jet Airways,2019-06-15,Delhi,Cochin,12:15:00,12:35:00,1460,2.0,No Info,14300
Spicejet,2019-06-12,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Goair,2019-03-03,Delhi,Cochin,07:00:00,12:50:00,350,1.0,No Info,7378
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,00:45:00,785,1.0,No Info,14815
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,No Info,20694
Multiple Carriers,2019-06-03,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7198
Air India,2019-06-21,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,5228
Indigo,2019-05-18,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Vistara,2019-05-24,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Multiple Carriers,2019-06-12,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,13587
Air Asia,2019-04-06,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Indigo,2019-05-06,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-05-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,7229
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Indigo,2019-04-15,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4174
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262
Indigo,2019-05-27,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,16:10:00,1035,1.0,No Info,13817
Jet Airways,2019-06-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Multiple Carriers,2019-06-12,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8266
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,23:35:00,1720,1.0,In-flight meal not included,8529
Indigo,2019-05-27,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,6526
Multiple Carriers,2019-06-06,Delhi,Cochin,14:00:00,01:30:00,690,1.0,No Info,13377
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3332
Air India,2019-03-09,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No Info,18211
Air India,2019-06-01,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No Info,7171
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,11:25:00,840,1.0,No Info,17261
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,10:45:00,1070,1.0,No Info,13817
Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,12373
Indigo,2019-06-06,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,6493
Air India,2019-05-21,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No Info,14781
Indigo,2019-03-06,Delhi,Cochin,08:25:00,15:30:00,425,1.0,No Info,14871
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,No Info,13941
Vistara,2019-04-01,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,4851
Spicejet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No check-in baggage included,3807
Air India,2019-06-15,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,12646
Air India,2019-06-15,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10975
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,12898
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,In-flight meal not included,9899
Indigo,2019-03-27,Delhi,Cochin,10:45:00,21:00:00,615,1.0,No Info,6838
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,590,1.0,No Info,17024
Multiple Carriers,2019-05-27,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No Info,9646
Indigo,2019-03-24,Banglore,New Delhi,10:10:00,13:00:00,170,0.0,No Info,4777
Indigo,2019-04-03,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No Info,3480
Spicejet,2019-05-06,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3971
Multiple Carriers,2019-06-06,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No Info,8266
Indigo,2019-06-24,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Jet Airways,2019-06-15,Delhi,Cochin,17:30:00,04:25:00,655,1.0,In-flight meal not included,10262
Indigo,2019-06-03,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Air Asia,2019-05-15,Kolkata,Banglore,22:40:00,10:40:00,720,1.0,No Info,5192
Indigo,2019-05-01,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,8542
Air India,2019-05-27,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,6094
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,23:35:00,1655,1.0,In-flight meal not included,10844
Air India,2019-06-03,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Indigo,2019-05-18,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4591
Jet Airways,2019-05-27,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,12898
Air India,2019-03-09,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,4960
Air Asia,2019-04-09,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Air India,2019-06-09,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No Info,11542
Jet Airways,2019-06-27,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,10262
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,14714
Multiple Carriers,2019-04-09,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,8535
Goair,2019-05-01,Kolkata,Banglore,16:40:00,00:15:00,455,1.0,No Info,6484
Vistara,2019-03-09,Delhi,Cochin,14:55:00,17:50:00,175,0.0,No Info,6741
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,05:05:00,900,1.0,No Info,14815
Spicejet,2019-04-12,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Jet Airways,2019-04-27,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No Info,13044
Indigo,2019-03-15,Chennai,Kolkata,14:40:00,17:05:00,145,0.0,No Info,6297
Indigo,2019-04-27,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,450,1.0,No Info,15078
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,10844
Spicejet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,4319
Air India,2019-04-01,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,5117
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,13014
Air India,2019-05-01,Kolkata,Banglore,19:00:00,04:40:00,580,1.0,No Info,6117
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,10:05:00,1540,1.0,In-flight meal not included,8529
Indigo,2019-05-09,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-05-01,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Multiple Carriers,2019-03-21,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7618
Spicejet,2019-06-09,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3971
Air India,2019-06-21,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Jet Airways,2019-05-21,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4030
Air India,2019-06-24,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,8879
Air India,2019-03-18,Banglore,New Delhi,00:30:00,08:45:00,495,1.0,No Info,13859
Indigo,2019-04-24,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Air India,2019-05-01,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,12723
Air India,2019-03-12,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,4307
Jet Airways,2019-05-09,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Air India,2019-03-09,Banglore,New Delhi,17:00:00,19:45:00,165,0.0,No Info,10741
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,14323
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,9663
Indigo,2019-05-21,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Jet Airways,2019-03-21,Delhi,Cochin,17:30:00,18:50:00,1520,1.0,No Info,12557
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,12:35:00,1390,2.0,No Info,15129
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,10262
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,9663
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,10262
Indigo,2019-03-06,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,14871
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,01:30:00,930,1.0,In-flight meal not included,8925
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,12384
Multiple Carriers,2019-05-21,Delhi,Cochin,02:15:00,11:50:00,575,1.0,No Info,14067
Air India,2019-05-09,Kolkata,Banglore,16:45:00,08:55:00,970,2.0,No Info,13227
Indigo,2019-03-09,Banglore,New Delhi,05:30:00,08:20:00,170,0.0,No Info,4777
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,8586
Indigo,2019-03-27,Delhi,Cochin,07:45:00,13:40:00,355,1.0,No Info,4832
Indigo,2019-03-06,Delhi,Cochin,07:30:00,15:30:00,480,1.0,No Info,14871
Multiple Carriers,2019-03-06,Delhi,Cochin,08:25:00,18:50:00,625,1.0,No Info,15135
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,16:20:00,635,1.0,In-flight meal not included,10844
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,10262
Jet Airways,2019-06-01,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No Info,7927
Air India,2019-03-01,Banglore,New Delhi,06:10:00,08:55:00,165,0.0,No Info,15676
Air India,2019-06-06,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Indigo,2019-03-03,Delhi,Cochin,15:00:00,01:35:00,635,1.0,No Info,14871
Goair,2019-04-24,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3898
Spicejet,2019-05-09,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,4319
Air India,2019-05-12,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,3100
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,14151
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,23:30:00,215,1.0,No Info,6857
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No Info,8266
Indigo,2019-04-06,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4174
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,In-flight meal not included,9663
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,13292
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,04:25:00,1060,2.0,In-flight meal not included,7791
Air Asia,2019-06-03,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,8759
Spicejet,2019-05-18,Kolkata,Banglore,11:15:00,18:30:00,435,1.0,No Info,10944
Air India,2019-05-27,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,7480
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,10262
Indigo,2019-03-03,Banglore,New Delhi,05:25:00,10:10:00,285,1.0,No Info,7774
Air India,2019-03-21,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,11071
